Order ID,Order Date,Ship Date,Customer Name,Salesperson,Region,State,Category,Product,Quantity (Tonnes),Price per Tonne (INR),Sales (INR),Profit (INR)
JSW-2023-1454,21-06-2023,26-06-2023,PNC Infratech,Amit Singh,West,Maharashtra,Long Steel,TMT Bars,431,73429,31647899,5088381.26
JSW-2023-1455,31-12-2023,08-01-2024,Tata Projects,Priya Patel,North,Punjab,Flat Steel,Color Coated Sheets,496,57170,28356320,5213406.17
JSW-2023-1456,26-01-2023,01-02-2023,Tata Projects,Amit Singh,West,Maharashtra,Special Steel,Tool Steel,323,46021,14864783,844097.93
JSW-2023-1457,16-01-2023,25-01-2023,Larsen & Toubro,Priya Patel,North,Punjab,Special Steel,Alloy Steel,100,70553,7055300,1227522.24
JSW-2023-1458,29-12-2023,11-01-2024,NCC Limited,Priya Patel,South,Andhra Pradesh,Flat Steel,Galvanized Sheets,461,72711,33519771,5096994.85
JSW-2023-1459,14-07-2022,29-07-2022,Dilip Buildcon,Amit Singh,East,Bihar,Special Steel,Stainless Steel,222,72108,16007976,1705966.23
JSW-2023-1460,05-04-2023,10-04-2023,Afcons Infrastructure,Rahul Sharma,Central,MP,Special Steel,Tool Steel,212,47739,10120668,1562633.82
JSW-2023-1461,21-06-2022,05-07-2022,NCC Limited,Sneha Reddy,North,Delhi,Flat Steel,Color Coated Sheets,44,57016,2508704,327488.62
JSW-2023-1462,26-07-2022,30-07-2022,PNC Infratech,Sneha Reddy,East,Jharkhand,Long Steel,Structural Steel,65,52825,3433625,375075.24
JSW-2023-1463,23-08-2022,26-08-2022,Ashoka Buildcon,Priya Patel,South,Karnataka,Special Steel,Stainless Steel,250,76379,19094750,1267921.65
JSW-2023-1464,27-05-2022,06-06-2022,IRB Infrastructure,Rahul Sharma,North,Delhi,Flat Steel,Color Coated Sheets,325,69307,22524775,2606483.27
JSW-2023-1465,06-06-2022,14-06-2022,NCC Limited,Priya Patel,Central,MP,Flat Steel,Galvanized Sheets,32,82276,2632832,137253.93
JSW-2023-1466,26-10-2022,06-11-2022,Tata Projects,Priya Patel,East,Bihar,Flat Steel,Hot Rolled Coils,210,69905,14680050,1071124.38
JSW-2023-1467,09-09-2022,21-09-2022,PNC Infratech,Amit Singh,South,Karnataka,Long Steel,Rails,22,73870,1625140,98170.53
JSW-2023-1468,24-02-2023,07-03-2023,PNC Infratech,Rahul Sharma,Central,MP,Flat Steel,Galvanized Sheets,39,52298,2039622,311479.7
JSW-2023-1469,17-04-2022,30-04-2022,Afcons Infrastructure,Rahul Sharma,Central,MP,Special Steel,Alloy Steel,199,47518,9456082,676327.08
JSW-2023-1470,03-05-2022,09-05-2022,Larsen & Toubro,Vikram Nair,West,Maharashtra,Special Steel,Stainless Steel,426,70396,29988696,4957260.85
JSW-2023-1471,17-10-2022,30-10-2022,IRB Infrastructure,Sneha Reddy,Central,MP,Flat Steel,Color Coated Sheets,489,82453,40319517,5915619.98
JSW-2023-1472,14-10-2023,24-10-2023,Dilip Buildcon,Priya Patel,West,Goa,Flat Steel,Color Coated Sheets,323,61386,19827678,2017901.22
JSW-2023-1473,28-06-2022,07-07-2022,NCC Limited,Priya Patel,West,Goa,Long Steel,Wire Rods,83,63799,5295317,770807.43
JSW-2023-1474,29-12-2023,09-01-2024,Afcons Infrastructure,Sneha Reddy,East,West Bengal,Long Steel,Structural Steel,83,47788,3966404,471961.66
JSW-2023-1475,09-04-2023,19-04-2023,Ashoka Buildcon,Sneha Reddy,South,Telangana,Flat Steel,Color Coated Sheets,225,72376,16284600,1939287.92
JSW-2023-1476,11-08-2022,25-08-2022,Afcons Infrastructure,Vikram Nair,East,Jharkhand,Long Steel,Rails,78,79729,6218862,503026.72
JSW-2023-1477,11-11-2022,17-11-2022,Ashoka Buildcon,Priya Patel,South,Andhra Pradesh,Long Steel,Rails,290,71752,20808080,2210286.19
JSW-2023-1478,01-10-2023,10-10-2023,Larsen & Toubro,Priya Patel,West,Maharashtra,Special Steel,Tool Steel,241,64681,15588121,2894736.04
JSW-2023-1479,19-03-2023,24-03-2023,Dilip Buildcon,Rahul Sharma,South,Telangana,Special Steel,Stainless Steel,347,70184,24353848,4641071.33
JSW-2023-1480,28-11-2023,10-12-2023,Shapoorji Pallonji,Sneha Reddy,South,Kerala,Special Steel,Tool Steel,98,62912,6165376,1217938.48
JSW-2023-1481,14-05-2022,29-05-2022,Dilip Buildcon,Amit Singh,Central,MP,Flat Steel,Color Coated Sheets,172,75708,13021776,1131003.39
JSW-2023-1482,09-01-2022,12-01-2022,KEC International,Rahul Sharma,Central,MP,Special Steel,Stainless Steel,412,49283,20304596,1276397.84
JSW-2023-1483,09-03-2022,17-03-2022,IRB Infrastructure,Amit Singh,East,Jharkhand,Flat Steel,Cold Rolled Coils,500,58959,29479500,2833990.4
JSW-2023-1484,14-04-2022,29-04-2022,PNC Infratech,Priya Patel,Central,Chhattisgarh,Long Steel,Structural Steel,370,56483,20898710,1953217.62
JSW-2023-1485,20-07-2023,02-08-2023,Dilip Buildcon,Amit Singh,South,Karnataka,Long Steel,TMT Bars,282,71848,20261136,1494097.97
JSW-2023-1486,10-02-2022,15-02-2022,Ashoka Buildcon,Sneha Reddy,South,Tamil Nadu,Special Steel,Stainless Steel,475,74157,35224575,2274110.54
JSW-2023-1487,22-08-2023,03-09-2023,Shapoorji Pallonji,Sneha Reddy,West,Gujarat,Flat Steel,Hot Rolled Coils,310,68749,21312190,4041672.0
JSW-2023-1488,14-01-2023,18-01-2023,Shapoorji Pallonji,Priya Patel,North,UP,Special Steel,Tool Steel,186,67267,12511662,2479464.77
JSW-2023-1489,16-11-2023,22-11-2023,KEC International,Amit Singh,Central,Chhattisgarh,Special Steel,Alloy Steel,479,54796,26247284,1749270.51
JSW-2023-1490,23-06-2022,01-07-2022,NCC Limited,Priya Patel,North,Haryana,Special Steel,Alloy Steel,18,83687,1506366,169708.4
JSW-2023-1491,23-02-2022,08-03-2022,Afcons Infrastructure,Amit Singh,Central,Chhattisgarh,Special Steel,Stainless Steel,260,65877,17128020,3183627.86
JSW-2023-1492,04-11-2023,14-11-2023,Tata Projects,Amit Singh,East,Bihar,Long Steel,Structural Steel,30,62880,1886400,306539.33
JSW-2023-1493,25-01-2023,31-01-2023,Dilip Buildcon,Sneha Reddy,Central,MP,Flat Steel,Hot Rolled Coils,386,82594,31881284,1685940.44
JSW-2023-1494,09-06-2023,24-06-2023,Ashoka Buildcon,Sneha Reddy,West,Maharashtra,Special Steel,Tool Steel,148,69585,10298580,1033413.45
JSW-2023-1495,01-10-2022,05-10-2022,Dilip Buildcon,Rahul Sharma,East,Odisha,Long Steel,Structural Steel,292,57642,16831464,2075732.94
JSW-2023-1496,01-07-2022,09-07-2022,Tata Projects,Priya Patel,East,West Bengal,Flat Steel,Cold Rolled Coils,422,52015,21950330,1897477.71
JSW-2023-1497,16-12-2022,28-12-2022,Tata Projects,Priya Patel,Central,MP,Flat Steel,Hot Rolled Coils,14,45881,642334,103078.89
JSW-2023-1498,27-02-2022,13-03-2022,Shapoorji Pallonji,Priya Patel,Central,Chhattisgarh,Special Steel,Alloy Steel,412,51935,21397220,3035939.8
JSW-2023-1499,27-08-2022,02-09-2022,Larsen & Toubro,Rahul Sharma,North,Punjab,Flat Steel,Hot Rolled Coils,11,73375,807125,136193.39
JSW-2023-1500,27-12-2023,06-01-2024,IRB Infrastructure,Priya Patel,West,Gujarat,Special Steel,Tool Steel,108,76198,8229384,1420660.28
JSW-2023-1501,04-06-2023,07-06-2023,Tata Projects,Priya Patel,West,Gujarat,Special Steel,Tool Steel,313,49015,15341695,1785427.33
JSW-2023-1502,19-03-2022,25-03-2022,Shapoorji Pallonji,Amit Singh,South,Telangana,Flat Steel,Cold Rolled Coils,368,53127,19550736,3038775.08
JSW-2023-1503,20-10-2022,26-10-2022,Ashoka Buildcon,Amit Singh,South,Karnataka,Long Steel,Structural Steel,317,72019,22830023,2876541.07
JSW-2023-1504,15-06-2022,19-06-2022,Larsen & Toubro,Rahul Sharma,East,Odisha,Special Steel,Stainless Steel,345,61493,21215085,1956399.36
JSW-2023-1505,02-04-2023,05-04-2023,Tata Projects,Amit Singh,West,Gujarat,Special Steel,Stainless Steel,327,73186,23931822,1483599.26
JSW-2023-1506,23-11-2022,03-12-2022,KEC International,Sneha Reddy,Central,Chhattisgarh,Special Steel,Tool Steel,320,49317,15781440,2136494.02
JSW-2023-1507,14-07-2022,20-07-2022,IRB Infrastructure,Priya Patel,East,Bihar,Long Steel,Rails,170,80777,13732090,2744558.87
JSW-2023-1508,17-02-2023,27-02-2023,Dilip Buildcon,Sneha Reddy,North,Haryana,Long Steel,Rails,460,75254,34616840,3415130.11
JSW-2023-1509,21-11-2022,30-11-2022,Shapoorji Pallonji,Sneha Reddy,South,Karnataka,Special Steel,Alloy Steel,224,46604,10439296,1889557.09
JSW-2023-1510,11-08-2022,15-08-2022,Larsen & Toubro,Sneha Reddy,East,West Bengal,Long Steel,Wire Rods,87,83858,7295646,1400081.45
JSW-2023-1511,12-06-2022,19-06-2022,PNC Infratech,Amit Singh,West,Maharashtra,Long Steel,Structural Steel,111,46420,5152620,642008.03
JSW-2023-1512,13-06-2022,23-06-2022,Larsen & Toubro,Amit Singh,South,Karnataka,Long Steel,Rails,231,73515,16981965,3262229.26
JSW-2023-1513,16-06-2023,26-06-2023,Afcons Infrastructure,Sneha Reddy,North,Delhi,Long Steel,Rails,321,63960,20531160,1462263.49
JSW-2023-1514,16-03-2023,28-03-2023,Tata Projects,Vikram Nair,West,Maharashtra,Long Steel,Wire Rods,183,65356,11960148,1825221.86
JSW-2023-1515,12-05-2022,20-05-2022,IRB Infrastructure,Sneha Reddy,South,Andhra Pradesh,Long Steel,Structural Steel,381,69468,26467308,4527726.46
JSW-2023-1516,01-12-2022,15-12-2022,Afcons Infrastructure,Amit Singh,North,Delhi,Long Steel,Structural Steel,223,61129,13631767,1109876.64
JSW-2023-1517,11-05-2022,19-05-2022,IRB Infrastructure,Priya Patel,West,Gujarat,Special Steel,Alloy Steel,305,66696,20342280,3147956.28
JSW-2023-1518,17-11-2022,28-11-2022,Tata Projects,Sneha Reddy,Central,MP,Flat Steel,Color Coated Sheets,298,75785,22583930,4146038.21
JSW-2023-1519,30-09-2022,04-10-2022,Dilip Buildcon,Sneha Reddy,South,Andhra Pradesh,Long Steel,TMT Bars,280,77174,21608720,2580154.41
JSW-2023-1520,17-08-2022,30-08-2022,Larsen & Toubro,Amit Singh,South,Telangana,Special Steel,Stainless Steel,196,48868,9578128,1159547.72
JSW-2023-1521,12-05-2023,20-05-2023,IRB Infrastructure,Vikram Nair,East,Bihar,Special Steel,Stainless Steel,411,62875,25841625,5000358.16
JSW-2023-1522,19-07-2022,30-07-2022,PNC Infratech,Amit Singh,South,Karnataka,Special Steel,Tool Steel,71,64373,4570483,731336.64
JSW-2023-1523,31-10-2022,03-11-2022,Larsen & Toubro,Sneha Reddy,South,Kerala,Long Steel,TMT Bars,162,62104,10060848,811266.58
JSW-2023-1524,01-09-2023,11-09-2023,KEC International,Rahul Sharma,North,Haryana,Long Steel,Wire Rods,238,70036,16668568,2221747.67
JSW-2023-1525,16-06-2022,28-06-2022,Shapoorji Pallonji,Amit Singh,East,Bihar,Long Steel,Wire Rods,371,84750,31442250,3710186.21
JSW-2023-1526,19-11-2022,03-12-2022,Ashoka Buildcon,Vikram Nair,North,Delhi,Flat Steel,Galvanized Sheets,292,76267,22269964,2345546.08
JSW-2023-1527,05-02-2022,18-02-2022,NCC Limited,Amit Singh,North,UP,Special Steel,Alloy Steel,212,56665,12012980,1189183.75
JSW-2023-1528,11-03-2022,16-03-2022,Shapoorji Pallonji,Rahul Sharma,Central,MP,Special Steel,Stainless Steel,380,53642,20383960,2537833.42
JSW-2023-1529,13-12-2022,17-12-2022,Ashoka Buildcon,Amit Singh,Central,MP,Special Steel,Stainless Steel,57,68613,3910941,765949.64
JSW-2023-1530,10-02-2023,24-02-2023,Shapoorji Pallonji,Vikram Nair,North,UP,Long Steel,TMT Bars,278,72286,20095508,2939426.35
JSW-2023-1531,27-02-2022,12-03-2022,PNC Infratech,Rahul Sharma,North,Punjab,Long Steel,Wire Rods,69,62088,4284072,360330.82
JSW-2023-1532,06-06-2022,11-06-2022,PNC Infratech,Amit Singh,North,Punjab,Long Steel,TMT Bars,31,59352,1839912,301339.24
JSW-2023-1533,24-10-2022,03-11-2022,Larsen & Toubro,Sneha Reddy,East,Bihar,Special Steel,Tool Steel,212,46261,9807332,1240990.78
JSW-2023-1534,20-08-2023,30-08-2023,Larsen & Toubro,Amit Singh,Central,MP,Flat Steel,Cold Rolled Coils,311,47359,14728649,1197814.62
JSW-2023-1535,08-01-2022,21-01-2022,IRB Infrastructure,Amit Singh,North,Rajasthan,Long Steel,Wire Rods,213,58944,12555072,914491.08
JSW-2023-1536,20-09-2022,28-09-2022,Afcons Infrastructure,Amit Singh,East,Jharkhand,Special Steel,Alloy Steel,91,58211,5297201,864109.73
JSW-2023-1537,30-10-2023,12-11-2023,PNC Infratech,Sneha Reddy,East,Bihar,Flat Steel,Galvanized Sheets,241,46888,11300008,1320197.07
JSW-2023-1538,30-07-2022,05-08-2022,IRB Infrastructure,Amit Singh,South,Karnataka,Flat Steel,Hot Rolled Coils,208,51994,10814752,1745739.02
JSW-2023-1539,24-08-2022,05-09-2022,NCC Limited,Priya Patel,South,Andhra Pradesh,Long Steel,Structural Steel,247,48563,11995061,1765367.26
JSW-2023-1540,31-07-2022,10-08-2022,Ashoka Buildcon,Amit Singh,Central,MP,Long Steel,TMT Bars,120,56856,6822720,1221633.27
JSW-2023-1541,04-09-2023,11-09-2023,Afcons Infrastructure,Rahul Sharma,West,Gujarat,Special Steel,Stainless Steel,481,77222,37143782,4532519.63
JSW-2023-1542,08-10-2022,11-10-2022,NCC Limited,Sneha Reddy,Central,MP,Flat Steel,Hot Rolled Coils,327,48278,15786906,2819145.11
JSW-2023-1543,24-10-2023,30-10-2023,Ashoka Buildcon,Amit Singh,West,Goa,Special Steel,Stainless Steel,59,48508,2861972,301100.82
JSW-2023-1544,06-11-2022,11-11-2022,NCC Limited,Sneha Reddy,North,Haryana,Long Steel,TMT Bars,162,47293,7661466,1415672.32
JSW-2023-1545,03-05-2023,08-05-2023,Larsen & Toubro,Rahul Sharma,South,Tamil Nadu,Special Steel,Tool Steel,497,46990,23354030,4251451.35
JSW-2023-1546,07-05-2023,11-05-2023,Shapoorji Pallonji,Priya Patel,North,Punjab,Long Steel,Structural Steel,148,46478,6878744,1069173.56
JSW-2023-1547,22-04-2023,01-05-2023,Shapoorji Pallonji,Rahul Sharma,North,UP,Special Steel,Alloy Steel,25,47435,1185875,147776.05
JSW-2023-1548,06-05-2023,12-05-2023,NCC Limited,Rahul Sharma,Central,MP,Special Steel,Stainless Steel,404,63404,25615216,4008403.78
JSW-2023-1549,15-02-2022,27-02-2022,Ashoka Buildcon,Vikram Nair,East,Odisha,Flat Steel,Color Coated Sheets,424,45127,19133848,3814822.77
JSW-2023-1550,05-09-2023,13-09-2023,Dilip Buildcon,Sneha Reddy,West,Maharashtra,Special Steel,Tool Steel,34,63777,2168418,226827.84
JSW-2023-1551,25-11-2022,09-12-2022,KEC International,Sneha Reddy,Central,MP,Long Steel,Structural Steel,381,81111,30903291,4051886.61
JSW-2023-1552,01-06-2022,14-06-2022,Dilip Buildcon,Vikram Nair,South,Andhra Pradesh,Long Steel,Structural Steel,249,67769,16874481,2785926.08
JSW-2023-1553,07-12-2022,15-12-2022,Dilip Buildcon,Sneha Reddy,West,Gujarat,Long Steel,TMT Bars,318,61593,19586574,3578777.56
JSW-2023-1554,08-07-2023,21-07-2023,Shapoorji Pallonji,Vikram Nair,Central,MP,Flat Steel,Galvanized Sheets,269,54506,14662114,2050040.39
JSW-2023-1555,29-05-2023,09-06-2023,Larsen & Toubro,Vikram Nair,South,Karnataka,Special Steel,Alloy Steel,51,72458,3695358,672955.93
JSW-2023-1556,18-06-2022,02-07-2022,Afcons Infrastructure,Amit Singh,North,Rajasthan,Flat Steel,Galvanized Sheets,488,81074,39564112,5922571.15
JSW-2023-1557,07-02-2023,13-02-2023,IRB Infrastructure,Amit Singh,West,Maharashtra,Long Steel,Structural Steel,290,70884,20556360,2640837.62
JSW-2023-1558,12-12-2023,27-12-2023,Afcons Infrastructure,Rahul Sharma,West,Goa,Flat Steel,Cold Rolled Coils,337,74730,25184010,1847377.52
JSW-2023-1559,10-11-2022,16-11-2022,Ashoka Buildcon,Amit Singh,Central,MP,Long Steel,Wire Rods,478,49732,23771896,3666591.71
JSW-2023-1560,01-02-2022,08-02-2022,Tata Projects,Priya Patel,South,Andhra Pradesh,Special Steel,Stainless Steel,497,57517,28585949,1530086.99
JSW-2023-1561,02-01-2023,15-01-2023,Ashoka Buildcon,Rahul Sharma,South,Tamil Nadu,Flat Steel,Galvanized Sheets,241,52795,12723595,1441425.91
JSW-2023-1562,27-09-2023,09-10-2023,Dilip Buildcon,Vikram Nair,Central,Chhattisgarh,Long Steel,Rails,201,58660,11790660,1126809.69
JSW-2023-1563,01-02-2022,08-02-2022,Dilip Buildcon,Sneha Reddy,Central,MP,Special Steel,Alloy Steel,26,77767,2021942,198038.66
JSW-2023-1564,25-01-2023,28-01-2023,Dilip Buildcon,Rahul Sharma,Central,MP,Long Steel,Structural Steel,495,77132,38180340,7605361.37
JSW-2023-1565,09-10-2023,13-10-2023,Dilip Buildcon,Sneha Reddy,West,Gujarat,Special Steel,Stainless Steel,52,61081,3176212,503879.97
JSW-2023-1566,22-12-2023,01-01-2024,Afcons Infrastructure,Vikram Nair,East,Odisha,Special Steel,Alloy Steel,27,66159,1786293,172327.32
JSW-2023-1567,01-04-2023,05-04-2023,PNC Infratech,Priya Patel,West,Maharashtra,Flat Steel,Cold Rolled Coils,313,46850,14664050,2791019.31
JSW-2023-1568,19-02-2022,26-02-2022,IRB Infrastructure,Rahul Sharma,West,Gujarat,Special Steel,Tool Steel,208,80105,16661840,2466874.51
JSW-2023-1569,08-09-2023,16-09-2023,Ashoka Buildcon,Rahul Sharma,Central,Chhattisgarh,Flat Steel,Color Coated Sheets,160,55665,8906400,498513.24
JSW-2023-1570,01-11-2023,06-11-2023,Ashoka Buildcon,Rahul Sharma,South,Tamil Nadu,Flat Steel,Color Coated Sheets,258,61321,15820818,804549.9
JSW-2023-1571,23-08-2022,06-09-2022,Dilip Buildcon,Rahul Sharma,East,Odisha,Flat Steel,Galvanized Sheets,453,83244,37709532,6668205.31
JSW-2023-1572,25-03-2023,04-04-2023,KEC International,Sneha Reddy,North,Punjab,Flat Steel,Cold Rolled Coils,389,84662,32933518,4426779.01
JSW-2023-1573,01-05-2023,04-05-2023,NCC Limited,Sneha Reddy,North,Rajasthan,Special Steel,Alloy Steel,335,80617,27006695,1781070.38
JSW-2023-1574,12-11-2023,20-11-2023,Dilip Buildcon,Sneha Reddy,Central,Chhattisgarh,Flat Steel,Hot Rolled Coils,54,62221,3359934,610389.65
JSW-2023-1575,11-07-2022,24-07-2022,Afcons Infrastructure,Sneha Reddy,Central,MP,Flat Steel,Hot Rolled Coils,22,55616,1223552,77030.71
JSW-2023-1576,04-11-2023,09-11-2023,IRB Infrastructure,Sneha Reddy,Central,Chhattisgarh,Special Steel,Alloy Steel,254,49379,12542266,2453641.07
JSW-2023-1577,20-12-2023,29-12-2023,Larsen & Toubro,Amit Singh,North,Rajasthan,Flat Steel,Cold Rolled Coils,113,54659,6176467,587082.24
JSW-2023-1578,10-01-2022,17-01-2022,Shapoorji Pallonji,Amit Singh,North,Rajasthan,Flat Steel,Hot Rolled Coils,278,62425,17354150,2392025.36
JSW-2023-1579,08-08-2022,12-08-2022,Shapoorji Pallonji,Sneha Reddy,South,Kerala,Flat Steel,Cold Rolled Coils,349,76113,26563437,3233867.76
JSW-2023-1580,11-03-2022,21-03-2022,PNC Infratech,Rahul Sharma,Central,MP,Flat Steel,Cold Rolled Coils,449,78414,35207886,2528292.11
JSW-2023-1581,26-09-2022,05-10-2022,Larsen & Toubro,Sneha Reddy,Central,MP,Flat Steel,Color Coated Sheets,439,68705,30161495,5750026.09
JSW-2023-1582,13-09-2023,19-09-2023,Shapoorji Pallonji,Sneha Reddy,North,Haryana,Long Steel,TMT Bars,108,69489,7504812,815145.92
JSW-2023-1583,22-10-2022,01-11-2022,Tata Projects,Sneha Reddy,Central,Chhattisgarh,Special Steel,Tool Steel,90,60816,5473440,765443.22
JSW-2023-1584,30-05-2022,14-06-2022,Larsen & Toubro,Amit Singh,Central,MP,Long Steel,TMT Bars,297,50560,15016320,2337607.89
JSW-2023-1585,03-07-2023,15-07-2023,KEC International,Amit Singh,East,Bihar,Long Steel,Rails,342,67379,23043618,2201230.85
JSW-2023-1586,30-11-2023,12-12-2023,IRB Infrastructure,Vikram Nair,West,Goa,Long Steel,Rails,397,83637,33203889,5122942.84
JSW-2023-1587,30-06-2023,11-07-2023,IRB Infrastructure,Rahul Sharma,South,Kerala,Long Steel,TMT Bars,364,77091,28061124,5507949.6
JSW-2023-1588,28-11-2022,04-12-2022,IRB Infrastructure,Priya Patel,East,Jharkhand,Long Steel,Structural Steel,314,78653,24697042,2078906.46
JSW-2023-1589,05-09-2023,14-09-2023,Afcons Infrastructure,Vikram Nair,East,Jharkhand,Flat Steel,Galvanized Sheets,275,71970,19791750,1816453.57
JSW-2023-1590,29-07-2022,13-08-2022,Dilip Buildcon,Vikram Nair,South,Telangana,Flat Steel,Galvanized Sheets,374,80571,30133554,4005818.43
JSW-2023-1591,11-10-2023,19-10-2023,Shapoorji Pallonji,Sneha Reddy,Central,MP,Flat Steel,Galvanized Sheets,336,61189,20559504,1662443.01
JSW-2023-1592,16-04-2023,27-04-2023,KEC International,Priya Patel,East,Odisha,Long Steel,Rails,377,62743,23654111,4491267.26
JSW-2023-1593,04-01-2022,08-01-2022,Afcons Infrastructure,Amit Singh,East,West Bengal,Long Steel,TMT Bars,202,81089,16379978,3236358.26
JSW-2023-1594,07-03-2023,13-03-2023,NCC Limited,Rahul Sharma,West,Gujarat,Special Steel,Tool Steel,430,63159,27158370,3440089.93
JSW-2023-1595,03-05-2022,08-05-2022,Shapoorji Pallonji,Rahul Sharma,West,Goa,Long Steel,TMT Bars,253,73650,18633450,2013021.98
JSW-2023-1596,02-10-2022,07-10-2022,Tata Projects,Sneha Reddy,East,West Bengal,Flat Steel,Hot Rolled Coils,152,52042,7910384,1046335.01
JSW-2023-1597,02-10-2023,16-10-2023,NCC Limited,Amit Singh,South,Tamil Nadu,Special Steel,Tool Steel,40,45645,1825800,121807.89
JSW-2023-1598,01-10-2022,12-10-2022,KEC International,Priya Patel,West,Maharashtra,Flat Steel,Cold Rolled Coils,326,84561,27566886,3737864.78
JSW-2023-1599,28-01-2023,03-02-2023,PNC Infratech,Vikram Nair,South,Tamil Nadu,Special Steel,Tool Steel,172,59409,10218348,774309.12
JSW-2023-1600,10-09-2022,19-09-2022,Afcons Infrastructure,Priya Patel,North,Punjab,Flat Steel,Galvanized Sheets,424,76867,32591608,2238538.03
JSW-2023-1601,04-01-2022,10-01-2022,NCC Limited,Sneha Reddy,West,Goa,Flat Steel,Cold Rolled Coils,479,59440,28471760,2617141.33
JSW-2023-1602,23-02-2023,09-03-2023,Dilip Buildcon,Sneha Reddy,Central,Chhattisgarh,Long Steel,Wire Rods,128,51577,6601856,1169138.07
JSW-2023-1603,30-07-2022,12-08-2022,Dilip Buildcon,Sneha Reddy,South,Kerala,Special Steel,Alloy Steel,21,80472,1689912,278427.16
JSW-2023-1604,29-03-2023,10-04-2023,Afcons Infrastructure,Amit Singh,Central,Chhattisgarh,Long Steel,TMT Bars,265,78263,20739695,2952205.89
JSW-2023-1605,18-02-2023,24-02-2023,Afcons Infrastructure,Amit Singh,South,Tamil Nadu,Special Steel,Tool Steel,359,69750,25040250,1884460.3
JSW-2023-1606,24-01-2023,05-02-2023,Dilip Buildcon,Rahul Sharma,East,Bihar,Long Steel,Wire Rods,376,64049,24082424,4449658.68
JSW-2023-1607,23-01-2022,01-02-2022,IRB Infrastructure,Amit Singh,Central,MP,Special Steel,Tool Steel,43,74638,3209434,503754.21
JSW-2023-1608,02-04-2022,11-04-2022,NCC Limited,Amit Singh,East,Bihar,Flat Steel,Color Coated Sheets,233,74184,17284872,3221523.42
JSW-2023-1609,23-08-2023,05-09-2023,PNC Infratech,Vikram Nair,South,Telangana,Long Steel,Structural Steel,255,55361,14117055,1062749.53
JSW-2023-1610,03-04-2022,17-04-2022,Shapoorji Pallonji,Rahul Sharma,Central,MP,Flat Steel,Color Coated Sheets,196,48144,9436224,1548546.04
JSW-2023-1611,28-10-2022,02-11-2022,Ashoka Buildcon,Amit Singh,Central,MP,Long Steel,TMT Bars,278,61721,17158438,2024097.28
JSW-2023-1612,05-04-2022,17-04-2022,Larsen & Toubro,Vikram Nair,South,Karnataka,Long Steel,Structural Steel,95,79112,7515640,451064.93
JSW-2023-1613,30-08-2022,02-09-2022,Afcons Infrastructure,Vikram Nair,South,Telangana,Special Steel,Alloy Steel,492,72739,35787588,6593444.4
JSW-2023-1614,19-04-2023,30-04-2023,KEC International,Priya Patel,North,Delhi,Flat Steel,Galvanized Sheets,428,56713,24273164,3157768.69
JSW-2023-1615,25-06-2022,10-07-2022,NCC Limited,Vikram Nair,South,Andhra Pradesh,Flat Steel,Cold Rolled Coils,412,45573,18776076,1855483.35
JSW-2023-1616,26-04-2023,01-05-2023,Shapoorji Pallonji,Priya Patel,North,Rajasthan,Special Steel,Stainless Steel,211,53844,11361084,852651.51
JSW-2023-1617,29-12-2023,02-01-2024,Afcons Infrastructure,Priya Patel,Central,Chhattisgarh,Special Steel,Alloy Steel,246,61108,15032568,1777475.25
JSW-2023-1618,26-06-2023,11-07-2023,Dilip Buildcon,Sneha Reddy,Central,MP,Flat Steel,Color Coated Sheets,79,45037,3557923,331172.8
JSW-2023-1619,13-09-2023,25-09-2023,Ashoka Buildcon,Amit Singh,Central,Chhattisgarh,Special Steel,Alloy Steel,341,79056,26958096,2779118.82
JSW-2023-1620,07-09-2023,15-09-2023,NCC Limited,Rahul Sharma,Central,Chhattisgarh,Flat Steel,Color Coated Sheets,74,47386,3506564,284150.74
JSW-2023-1621,14-05-2023,20-05-2023,Larsen & Toubro,Priya Patel,Central,Chhattisgarh,Long Steel,Rails,163,69485,11326055,606865.63
JSW-2023-1622,24-05-2022,06-06-2022,NCC Limited,Sneha Reddy,West,Goa,Flat Steel,Color Coated Sheets,452,83694,37829688,6377277.56
JSW-2023-1623,13-02-2023,23-02-2023,Dilip Buildcon,Amit Singh,South,Karnataka,Flat Steel,Cold Rolled Coils,472,73772,34820384,3062034.68
JSW-2023-1624,18-10-2023,22-10-2023,NCC Limited,Amit Singh,South,Kerala,Flat Steel,Color Coated Sheets,36,61080,2198880,422534.17
JSW-2023-1625,29-10-2022,06-11-2022,PNC Infratech,Vikram Nair,North,Haryana,Long Steel,Rails,464,73402,34058528,2102041.99
JSW-2023-1626,03-06-2023,08-06-2023,Larsen & Toubro,Rahul Sharma,West,Maharashtra,Long Steel,TMT Bars,190,66722,12677180,1001774.79
JSW-2023-1627,18-06-2023,26-06-2023,Larsen & Toubro,Sneha Reddy,South,Andhra Pradesh,Long Steel,TMT Bars,22,78391,1724602,142804.06
JSW-2023-1628,22-02-2022,09-03-2022,PNC Infratech,Vikram Nair,West,Gujarat,Special Steel,Alloy Steel,187,66400,12416800,1151522.55
JSW-2023-1629,16-07-2023,30-07-2023,IRB Infrastructure,Vikram Nair,North,UP,Long Steel,Rails,400,78683,31473200,1744351.38
JSW-2023-1630,13-10-2023,20-10-2023,Shapoorji Pallonji,Priya Patel,North,Punjab,Long Steel,Structural Steel,348,73826,25691448,4103373.2
